id,code,subject,catalog nbr,section,class nbr,course title,component,units,topics,Bldg,room,days,time,Instructor,Class Enrl Cap,Class Enrl Tot,Class Wait Cap,Class Wait Tot,Class Min Enrl
10580,ANTH 850,ANTH,850,1,13469,ENGAGING ETHNOGRAPHY,Lecture(In Person On Campus Learners),3,A, Greenlaw Hall, 526A , W , 12:20 - 15:20,"["" Stuesse,Angela Christine""]",12,12,999,2,0
10581,ANTH 897,ANTH,897,4,11711,SEM: SELECTED TOPICS,Lecture(In Person On Campus Learners),4-Jan,A, Alumni Bldg,205, M , 15:30 - 18:00 Professionalization,"["" MIDDLETON,CHRISTOPHER TOWNSEND""]",12,15,999,0,0
10582,ANTH 901,ANTH,901,89,9268,READING & RESEARCH,Lecture(In Person On Campus Learners),4-Jan,A, TBA, TBA , TBA , TBA,"["" O'Parks,Caela Brighid Casey""]",1,0,999,0,0
10583,ANTH 915,ANTH,915,84,10502,READ/RES IN METHOD,Lecture(In Person On Campus Learners),4-Jan,A, TBA, TBA , TBA , TBA,"["" Staff""]",999,0,999,0,0
10584,ANTH 993,ANTH,993,87,8830,MASTER'S RESEARCH AND THESIS,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" BABB,FLORENCE""]",2,0,999,0,0
10585,ANTH 994,ANTH,994,88,12825,DOCT RESEARCH,AND(In Person On Campus Learners),DISSERTATIONLecture 3,A, TBA, TBA , TBA , TBA,"["" O'Parks,Caela Brighid Casey""]",2,1,999,0,0
10586,APPL 60,APPL,60,1,15111,TREE. TIMBER. TOTEM,Lecture(In Person On Campus Learners),3,A, Venable Hall, G311 , TuTh , 12:30 - 13:45,"["" SUPERFINE,RICHARD""]",23,23,0,0,0
10587,APPL 89,APPL,89,2,12741,FYS: SPECIAL TOPICS,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,117, TuTh , 11:00 - 12:15 SOLVING GRAND ENGINE,"["" Fraiman,Ronit""]",21,21,0,0,0
10588,APPL 101,APPL,101,2,11339,EXPLORING ENGINEERING,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Nazockdast,Ehssan""]",72,65,999,3,0
10589,APPL 110,APPL,110,03F,8764,DESIGN & MAKING FOR ENGINEERS,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Walters,Glenn Woodruff""]",35,35,0,0,0
10590,APPL 295,APPL,295,1,12842,RESEARCH APPLIED PHYSICAL SCI Field,Work(In Person On Campus Learners),3-Jan,A, TBA, TBA , TBA , TBA,"["" Staff""]",10,0,999,0,0
10591,APPL 296,APPL,296,1,12841,IND STDY APPLIED SCIENCES Field,Work(In Person On Campus Learners),3-Jan,A, TBA, TBA , TBA , TBA,"["" Staff""]",10,0,999,0,0
10592,APPL 465,APPL,465,1,9403,SOFT MATERIALS,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" KLOTSA,AIKATERINI DAFNI""]",24,20,999,0,0
10593,APPL 493,APPL,493,1,12843,APPL PHYSICAL SCI INTERNSHIP,Lab(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Staff""]",10,0,999,0,0
10594,APPL 495,APPL,495,3,11576,MENTORED RESEARCH IN APSE,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Staff""]",2,0,999,0,0
10595,APPL 496,APPL,496,11,11476,INDEPENDENT STUDY IN APS Field,Work(In Person On Campus Learners),3-Jan,A, TBA, TBA , TBA , TBA,"["" Staff""]",10,0,999,0,0
10596,ARCH 393,ARCH,393,2,8017,INTERNSHIP IN ARCHAEOLOGY Independent,Study(In Person On Campus Learners),6-Mar,A, TBA, TBA , TBA , TBA,"["" Staff""]",5,0,999,0,0
10597,ARCH 395,ARCH,395,86,8101,RESEARCH IN ARCHAEOLOGY,Lecture(In Person On Campus Learners),6-Jan,A, TBA, TBA , TBA , TBA,"["" Staff""]",5,0,999,0,0
10598,ARCH 396,ARCH,396,48,8393,INDEPENDENT STUDY IN ARCH,Lecture(In Person On Campus Learners),6-Jan,A, TBA, TBA , TBA , TBA,"["" Staff""]",5,0,999,0,0
10599,ARTH 61,ARTH,61,1,9461,FYS INTRO AFAM ART,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,116, MWF , 10:10 - 11:00,"["" BOWLES,JOHN PARISH""]",16,16,0,0,0
10600,ARTH 151,ARTH,151,606,13756,HIST OF WEST ART I,Recitation(In Person On Campus Learners),3,A, Hanes Art Center,118, Th , 09:30 - 10:20,"["" Staff""]",9,6,999,0,0
10601,ARTH 152,ARTH,152,1,13757,ART IN LIFE II,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,117, TuTh , 12:30 - 13:45,"["" Zhou,Weixin""]",24,24,999,1,0
10602,ARTH 155,ARTH,155,1,11941,AFRICAN ART SURVEY,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,215, MWF , 09:05 - 09:55,"["" Muhammad,Aisha Marie""]",19,17,999,0,0
10603,ARTH 161,ARTH,161,606,13771,INTRO TO AMERICAN ART,Recitation(In Person On Campus Learners),3,A, Hanes Art Center,218, F , 12:20 - 13:10,"["" Staff""]",10,6,999,0,0
10604,ARTH 244,ARTH,244,1,12760,GREEK ART AND ARCHAEOLOGY,Lecture(In Person On Campus Learners),3,A, Wilson Hall,107, MWF , 12:20 - 13:10,"["" Miller,Jackson Noah""]",24,24,999,0,0
10605,ARTH 268,ARTH,268,1,14476,HELLENISTIC ART AND ARCH,Lecture(In Person On Campus Learners),3,A, Murphey Hall,104, TuTh , 14:00 - 15:15,"["" Valladares,Herica N.""]",10,10,999,0,0
10606,ARTH 282,ARTH,282,1,13730,EUROPEAN MODERN,ART(In Person On Campus Learners),1850-1900 Lecture 3,A, Hanes Art Center,117, MWF , 11:15 - 12:05,"["" SHERMAN,DANIEL JAMES""]",24,24,999,0,0
10607,ARTH 297,ARTH,297,1,13729,CLOTHING TEXTILES AFRICA,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,218, MWF , 08:00 - 08:50,"["" ROVINE,VICTORIA L.""]",19,13,999,0,0
10608,ARTH 446,ARTH,446,1,13727,INVENTION MODERN ARTIST,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,218, TuTh , 12:30 - 13:45,"["" Desplanque,Kathryn""]",24,24,999,14,0
10609,ARTH 473,ARTH,473,1,13726,MODERN DECORATIVE ART,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,117, MWF , 10:10 - 11:00,"["" Bauer,Jennifer Jill""]",24,18,999,0,0
10610,ARTH 750,ARTH,750,211,14869,ADV READINGS IN ART HIST,Lecture(In Person On Campus Learners),3-Jan,A, TBA, TBA , TBA , TBA,"["" Desplanque,Kathryn""]",5,0,999,0,0
10611,ARTH 850,ARTH,850,1,10021,METHODS,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,118, Tu , 14:00 - 16:40,"["" MAGEE,CAROL L""]",15,7,999,0,0
10612,ARTH 950,ARTH,950,1,12607,PROBLEMS IN ART HIST,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,118, Th , 14:30 - 17:10,"["" Desplanque,Kathryn""]",15,11,999,0,0
10613,ARTH 980,ARTH,980,1,13724,SEMINAR IN MODERN ART,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,116, M , 14:30 - 17:10,"["" SHERMAN,DANIEL JAMES""]",15,7,999,0,0
10614,ARTH 982,ARTH,982,1,15057,SEMINAR IN AMERICAN ART,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,118, W , 14:30 - 17:10,"["" Cao,Maggie M""]",15,3,999,0,0
10615,ARTH 991,ARTH,991,1,10863,GRADUATE WRITING SEMINAR,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,116, Tu , 14:00 - 16:50,"["" STRING,TATIANA C""]",15,5,999,0,0
10616,ARTH 993,ARTH,993,211,14872,MASTER'S RESEARCH AND THESIS,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Desplanque,Kathryn""]",5,0,999,0,0
10617,ARTH 994,ARTH,994,211,14857,DOCT RESEARCH,AND(In Person On Campus Learners),DISSERTATIONLecture 3,A, TBA, TBA , TBA , TBA,"["" Desplanque,Kathryn""]",5,0,999,0,0
10618,ARTS 50,ARTS,50,1,14673,THE ARTISTIC TEMPERAMENT,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,222, TuTh , 09:30 - 10:45,"["" Lawrence,Annette""]",22,22,0,0,0
10619,ARTS 103,ARTS,103,2,13825,SCULPTURE I,Lecture(In Person On Campus Learners),3,A, Art Studio Bldg,120, MW , 14:30 - 17:15,"["" Roland III,Sherrill J""]",15,15,999,15,0
10620,ARTS 104,ARTS,104,2,10286,DRAWING I,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,227, TuTh , 14:00 - 16:45,"["" Arnold III,John Felix""]",15,15,999,24,0
10621,ARTS 105,ARTS,105,2,12108,PHOTOGRAPHY I,Lecture(In Person On Campus Learners),3,A, Hanes Art Center, 112C , TuTh , 14:00 - 16:45,"["" Munoz,Dominique Jose""]",12,12,999,27,0
10622,ARTS 106,ARTS,106,1,9465,VIDEO I,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,112, MW , 11:15 - 14:00,"["" Rager,Chloe Elisabeth""]",15,15,999,6,0
10623,ARTS 115,ARTS,115,4,15284,DARKROOM PHOTOGRAPHY I,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,316, TuTh , 14:00 - 16:45,"["" Staff""]",12,12,999,0,0
10624,ARTS 132,ARTS,132,1,12109,COLLAGE,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,222, TuTh , 11:00 - 13:45,"["" Whitmore,Carson""]",15,15,999,8,0
10625,ARTS 202,ARTS,202,2,12107,PAINTING I,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,219, TuTh , 14:00 - 16:45,"["" Musina,Christopher Adam""]",15,15,999,22,0
10626,ARTS 205,ARTS,205,1,10023,PHOTOGRAPHY II,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,112, MW , 14:30 - 17:15,"["" Metivier,Lindsay Jo""]",15,11,999,0,0
10627,ARTS 206,ARTS,206,1,10024,VIDEO II,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,112, TuTh , 14:00 - 16:45,"["" Rosen,Stella Rosalie""]",15,9,999,0,0
10628,ARTS 208,ARTS,208,1,8916,PRINT I,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,301, TuTh , 11:00 - 13:45,"["" Staff""]",15,15,999,7,0
10629,ARTS 213,ARTS,213,1,7849,CERAMIC I,Lecture(In Person On Campus Learners),3,A, Art Studio Bldg,121, TuTh , 08:00 - 10:45,"["" Choi,Myongsin""]",15,15,999,19,0
10630,ARTS 233,ARTS,233,1,10025,WOOD SCULPTURE,Lecture(In Person On Campus Learners),3,A, Art Studio Bldg,120, TuTh , 14:00 - 16:45,"["" Rager,Chloe Elisabeth""]",15,15,999,13,0
10631,ARTS 238,ARTS,238,1,13824,SCREEN PRINTING,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,301, TuTh , 14:00 - 16:45,"["" Staff""]",15,15,999,0,0
10632,ARTS 290,ARTS,290,1,14955,SPECIAL TOPICS IN STUDIO ART,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,226, MW , 11:15 - 14:00 Digital Drawing,"["" MARZAN,MARIO M""]",15,15,999,0,0
10633,ARTS 313,ARTS,313,1,6903,CERAMIC II,Lecture(In Person On Campus Learners),3,A, Art Studio Bldg,121, TuTh , 11:00 - 13:45,"["" Choi,Myongsin""]",15,15,999,0,0
10634,ARTS 322,ARTS,322,1,8570,NARRATIVE PAINTING,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,219, MW , 08:00 - 10:45,"["" TRUONG,LIEN""]",14,15,999,0,0
10635,ARTS 353,ARTS,353,1,13812,PHANTASMAGORIA: HAUNTED ART,Lecture(In Person On Campus Learners),3,A, Art Studio Bldg,114, MW , 14:30 - 17:15,"["" PEREZ-MENDEZ,ROXANA JOSEFINA""]",15,15,999,0,0
10636,ARTS 354,ARTS,354,1,13813,NARRATIVE DRAWING,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,226, MW , 14:30 - 17:15,"["" MARZAN,MARIO M""]",15,15,999,5,0
10637,ARTS 390,ARTS,390,1,13811,SPECIAL TOPICS IN STUDIO ART,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,222, MW , 11:15 - 14:00,"["" TRUONG,LIEN""]",15,11,999,0,0
10638,ARTS 490,ARTS,490,1,17423,ADV SPECIAL TOPICS IN STUDIO,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,222, TuTh , 14:00 - 16:45 Sculpture Garden,"["" TRUONG,HONG-AN""]",15,0,0,0,0
10639,ARTS 493,ARTS,493,208,14995,STUDIO ART INTERNSHIP,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Wannam,Martin F""]",3,2,999,0,0
10640,ARTS 515,ARTS,515,1,13821,ADV TOPICS IN PHOTO,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,112, TuTh , 11:00 - 13:45,"["" Wannam,Martin F""]",15,5,999,0,0
10641,ARTS 596,ARTS,596,208,13266,IND STUDY - STUDIO,Lecture(In Person On Campus Learners),4-Jan,A, TBA, TBA , TBA , TBA,"["" Wannam,Martin F""]",1,0,999,0,0
10642,ARTS 700,ARTS,700,1,6883,GRAD STUDIO ART SEM,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,222, Tu , 18:00 - 20:45,"["" TRUONG,HONG-AN""]",10,8,999,0,0
10643,ARTS 710,ARTS,710,213,17376,GRADUATE STUDIO,Lecture(In Person On Campus Learners),21-Jan,A, TBA, TBA , TBA , TBA,"["" Roland III,Sherrill J""]",3,1,0,0,0
10644,ARTS 798,ARTS,798,1,6907,MFA STUDIO CRITIQUE,Lecture(In Person On Campus Learners),3,A, Art Studio Bldg,120, W , 18:00 - 20:45,"["" Roland III,Sherrill J""]",10,8,999,0,0
10645,ARAB 101,ARAB,101,4,4321,ELEMENTARY ARABIC I,Lecture(In Person On Campus Learners),4,A, Dey Hall, 303A , MTuWTh , 14:30 - 15:20,"["" Sibley,Caroline Simmons""]",14,14,999,0,0
10646,ARAB 203,ARAB,203,3,4335,INTERMEDIATE ARABIC I,Lecture(In Person On Campus Learners),4,A, Phillips Hall,212, MTuWTh , 15:35 - 16:25,"["" Elkerdany,Doria Yahia""]",11,8,999,0,0
10647,ARAB 255,ARAB,255,1,14700,ARAB WORLD PHOTOGRAPHY,Lecture(In Person On Campus Learners),3,A, New West,219, MWF , 10:10 - 11:00,"["" YAQUB,NADIA""]",16,11,999,0,0
10648,ARAB 305,ARAB,305,1,4338,ADVANCED ARABIC I,Lecture(In Person On Campus Learners),3,A, Murphey Hall,112, MWF , 11:15 - 12:05,"["" KAUFFMAN,ALAN""]",20,13,999,0,0
10649,ARAB 308,ARAB,308,1,10203,ARABIC LAC,Lecture(In Person On Campus Learners),1,A, Dey Hall,405, M , 13:25 - 14:15 THE ART OF ARABIC DE,"["" Sibley,Caroline Simmons""]",15,6,999,0,0
10650,ARAB 410,ARAB,410,1,14180,VISUAL ARTS IN THE ARAB WORLD,Lecture(In Person On Campus Learners),3,A, New West,103, TuTh , 17:00 - 18:15,"["" Elkerdany,Doria Yahia""]",19,4,999,0,0
10651,ASIA 74,ASIA,74,1,14139,FYS: IMAGINING PALESTINE,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,215, MWF , 14:30 - 15:20,"["" YAQUB,NADIA""]",22,22,0,0,0
10652,ASIA 136,ASIA,136,602,14322,SOUTH ASIA,SINCE(In Person On Campus Learners),1750 Recitation 3,A, Murray Hall, G205 , F , 09:05 - 09:55,"["" Staff""]",2,2,999,0,0
10653,ASIA 150,ASIA,150,606,10205,ASIA: AN INTRODUCTION,Recitation(In Person On Campus Learners),3,A, Peabody Hall,2072, F , 14:30 - 15:20,"["" Staff""]",7,7,999,6,0
10654,ASIA 180,ASIA,180,609,15034,INTRO ISLAM CIV M/E,Recitation(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Staff""]",3,0,999,0,0
10655,ASIA 229,ASIA,229,1,11978,EAST ASIAN YOUTH CULTURES,Lecture(In Person On Campus Learners),3,A, New West,219, MWF , 12:20 - 13:10,"["" Dixon,Dwayne Emil""]",35,35,999,17,0
10656,ASIA 332,ASIA,332,1,14141,STORY OF RAMA,Lecture(In Person On Campus Learners),3,A, Wilson Hall,217, TuTh , 11:00 - 12:15,"["" LOTHSPEICH,PAMELA JO""]",25,22,999,0,0
10657,ASIA 342,ASIA,342,1,14795,CULTURAL PRODUCTIONS,EAST(In Person On Campus Learners),ASIALecture 3,A, Greenlaw Hall,304, TuTh , 12:30 - 13:45,"["" Tamura,Yurika""]",35,35,999,0,0
10658,ASIA 353,ASIA,353,1,12729,SOUTHEAST ASIAN NC,Lecture(In Person On Campus Learners),3,A, TBA, TBA , MWF , 10:10 - 11:00,"["" BUTLER,BECKY A""]",10,5,999,0,0
10659,ASIA 360,ASIA,360,1,15131,ASIAN AMERICAN LIT,Lecture(In Person On Campus Learners),3,A, Dey Hall,313, MWF , 11:15 - 12:05,"["" KIM,HEIDI K""]",5,5,999,0,0
10660,ASIA 375,ASIA,375,1,14967,MEMORY IN SE ASIA,Lecture(In Person On Campus Learners),3,A, Mitchell Hall, 121A , TuTh , 11:00 - 12:15,"["" WIENER,MARGARET J""]",5,3,999,0,0
10661,ASIA 538,ASIA,538,1,13774,MIDDLE EAST & THE WEST,Lecture(In Person On Campus Learners),3,A, Kenan Labs, B121 , MW , 15:35 - 16:50,"["" AYDIN,CEMIL""]",5,6,999,1,0
10662,ASIA 721,ASIA,721,1,14143,MIDEAST AND S. ASIA FEMINISMS,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Yaghoobi,Claudia""]",12,6,999,0,0
10663,ASIA 725,ASIA,725,1,10204,ASIA/MIDEAST CRIT APPROACHES,Lecture(In Person On Campus Learners),3,A, New West,103, TuTh , 09:30 - 10:45,"["" BERGETON,UFFE""]",12,6,999,0,0
10664,ASIA 743,ASIA,743,1,14788,CHINESE AGE STUDIES,Lecture(In Person On Campus Learners),3,A, New West,103, TuTh , 12:30 - 13:45,"["" He,Keren""]",12,11,999,0,0
10665,ASIA 991,ASIA,991,1,10825,ASIA/ME RESEARCH AND WRITING,Lecture(In Person On Campus Learners),3,A, Stone Center,200, TuTh , 09:30 - 10:45,"["" LOTHSPEICH,PAMELA JO""]",12,11,999,0,0
10666,ASIA 993,ASIA,993,1,13181,MASTER'S RESEARCH AND THESIS Thesis,Research(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Jo,Ji-Yeon Oh""]",1,0,999,0,0
10667,CHIN 101,CHIN,101,4,6432,ELEMENTARY CHINESE I,Lecture(In Person On Campus Learners),4,A, Carolina Hall,213, MTuWTh , 15:35 - 16:25,"["" Cai,Luoyi""]",10,10,999,0,0
10668,CHIN 111,CHIN,111,2,4325,ELEMENTARY WRITTEN CHINESE,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,215, MWF , 12:20 - 13:10,"["" Fan,Na""]",14,14,999,0,0
10669,CHIN 203,CHIN,203,4,4330,INTERMEDIATE CHINESE I,Lecture(In Person On Campus Learners),4,A, Carolina Hall,213, MWF , 13:25 - 14:15,"["" Polin,Lini Ge"","" Polin,Lini Ge""]",14,14,999,0,0
10670,CHIN 265,CHIN,265,1,14797,IMPERIAL CHINA GLOBAL OBJECTS,Lecture(In Person On Campus Learners),3,A, New West,219, TuTh , 12:30 - 13:45,"["" Bae,Kyoungjin""]",12,12,999,0,0
10671,CHIN 305,CHIN,305,3,13088,ADVANCED CHINESE I,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,215, MWF , 13:25 - 14:15,"["" Fan,Na""]",0,0,999,0,0
10672,CHIN 313,CHIN,313,1,4332,ADVANCED WRITTEN CHINESE,Lecture(In Person On Campus Learners),3,A, Mitchell Hall, 121A , MWF , 12:20 - 13:10,"["" Polin,Lini Ge""]",20,16,999,0,0
10673,CHIN 361,CHIN,361,1,7862,CHINESE TRADITIONAL THEATER,Lecture(In Person On Campus Learners),3,A, Alumni Bldg,207, TuTh , 11:00 - 12:15,"["" HSIAO,LI-LING""]",22,18,999,0,0
10674,CHIN 407,CHIN,407,2,14147,READINGS CHINESE I,Lecture(In Person On Campus Learners),3,A, Graham Memorial,213, MWF , 13:25 - 14:15,"["" Hu,Fengyan""]",20,9,999,0,0
10675,CHIN 439,CHIN,439,1,14790,ENVIRONMENTAL CHINA,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,215, TuTh , 17:00 - 18:15,"["" Bae,Kyoungjin""]",12,10,999,0,0
10676,CHIN 443,CHIN,443,1,9409,CHINESE,BUSINESS(In Person On Campus Learners),COMMUNICATIONLecture 3,A, Hanes Art Center,215, MWF , 11:15 - 12:05,"["" ZHOU,YI""]",20,11,999,0,0
10677,CHIN 475,CHIN,475,1,14149,CONFUCIANISM,Lecture(In Person On Campus Learners),3,A, Dey Hall,204, TuTh , 14:00 - 15:15,"["" BERGETON,UFFE""]",20,20,999,0,0
10678,CHIN 520,CHIN,520,1,14150,STAY TUNED TO CHINA,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,215, TuTh , 15:30 - 16:45,"["" He,Keren""]",20,10,999,0,0
10679,CHIN 545,CHIN,545,1,14151,CHINESE SCIENCE FICTION,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,215, TuTh , 11:00 - 12:15,"["" VISSER,ROBIN L""]",14,14,999,7,0
10680,HEBR 101,HEBR,101,2,8258,ELEMENTARY MODERN HEBREW I,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,118, MWF , 12:20 - 13:10,"["" SPRINTZIK,ANA LAURA""]",20,6,999,0,0
10681,HEBR 203,HEBR,203,1,4340,INTERMEDIATE MODERN HEBREW I,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" SPRINTZIK,ANA LAURA""]",21,21,999,0,0
10682,HNUR 101,HNUR,101,3,4343,ELEMENTARY HINDI-URDU I,Lecture(In Person On Campus Learners),4,A, Dey Hall, 303A , MTuWTh , 15:35 - 16:25,"["" Staff""]",10,6,999,0,0
10683,HNUR 203,HNUR,203,2,4345,INTERMED HINDI-URDU I,Lecture(In Person On Campus Learners),4,A, Phillips Hall,212, MTuWTh , 14:30 - 15:20,"["" Caldwell,John S.""]",18,18,999,0,0
10684,HNUR 220,HNUR,220,1,7863,THE HINDI SCRIPT,Lecture(In Person On Campus Learners),1,A,NULL,NULL,NULL,NULL,"["" Caldwell,John S.""]",25,8,999,0,0
10685,HNUR 221,HNUR,221,1,7503,INTRO TO URDU SCRIPT,Lecture(In Person On Campus Learners),1,A, New East,201, W , 13:25 - 14:15,"["" Caldwell,John S.""]",19,5,999,0,0
10686,HNUR 305,HNUR,305,1,4346,ADVANCED HINDI-URDU I,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,116, TuTh , 17:00 - 18:15,"["" TAJ,AFROZ N""]",20,11,999,0,0
10687,JAPN 101,JAPN,101,6,14183,ELEMENTARY JAPANESE I,Lecture(In Person On Campus Learners),4,A, Smith Bldg,107, MTuWTh , 15:35 - 16:25,"["" Yamamoto Border,Makiko""]",9,6,999,0,0
10688,JAPN 160,JAPN,160,1,12067,INTRO JAPN LIT,Lecture(In Person On Campus Learners),3,A, New West,219, TuTh , 14:00 - 15:15,"["" Tamura,Yurika""]",19,16,999,0,0
10689,JAPN 203,JAPN,203,4,4355,INTERMEDIATE JAPANESE I,Lecture(In Person On Campus Learners),4,A, Peabody Hall,2072, MTuWTh , 15:35 - 16:25,"["" IWASHITA,FUMI""]",19,19,999,1,0
10690,JAPN 305,JAPN,305,2,4357,ADVANCED JAPANESE I,Lecture(In Person On Campus Learners),3,A, New West,103, MWF , 13:25 - 14:15,"["" Aratake,Yuki""]",19,12,999,0,0
10691,JAPN 401,JAPN,401,1,7561,GATEWAY TO MASTERING JAPANESE,Lecture(In Person On Campus Learners),3,A, Caldwell Hall,103, MWF , 11:15 - 12:05,"["" Aratake,Yuki""]",20,12,999,0,0
10692,JAPN 412,JAPN,412,1,14184,MAKING MUSIC IN JAPAN,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,118, Tu , 17:00 - 19:30,"["" KATO,YUKO""]",20,14,999,0,0
10693,JAPN 496,JAPN,496,1,13177,INDEP READINGS JAPANESE,Lecture(In Person On Campus Learners),3-Jan,A, TBA, TBA , TBA , TBA,"["" Staff""]",1,0,999,0,0
10694,KOR 101,KOR,101,4,8156,ELEMENTARY KOREAN I,Lecture(In Person On Campus Learners),4,A, Dey Hall, 303A , MWF , 13:25 - 14:15,"["" Lee,Eunji"","" Lee,Eunji""]",10,9,999,0,0
10695,KOR 203,KOR,203,3,8431,INTERMEDIATE KOREAN I,Lecture(In Person On Campus Learners),4,A, Smith Bldg,107, MTuWTh , 14:30 - 15:20,"["" Lee,Giseung""]",20,20,999,1,0
10696,KOR 237,KOR,237,1,12069,GENDER/SEXUALITY KOREAN FILM,Lecture(In Person On Campus Learners),3,A, New West,219, TuTh , 11:00 - 12:15,"["" Kief,I Jonathan""]",15,15,999,2,0
10697,KOR 305,KOR,305,1,4362,ADVANCED KOREAN I,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" BANG,DONGSOO""]",20,16,999,0,0
10698,KOR 409,KOR,409,1,14187,KOREAN CURRENT AFFAIRS,Lecture(In Person On Campus Learners),3,A, New West,103, MWF , 11:15 - 12:05,"["" Lee,Eunji""]",19,9,999,0,0
10699,PRSN 101,PRSN,101,1,4363,ELEMENTARY PERSIAN I,Lecture(In Person On Campus Learners),3,A, Greenlaw Hall,222, MWF , 10:10 - 11:00,"["" ADEL,SHAHLA""]",20,7,999,0,0
10700,PRSN 203,PRSN,203,1,6431,INTERMEDIATE PERSIAN I,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" ADEL,SHAHLA""]",15,8,999,0,0
10701,TURK 101,TURK,101,1,7543,ELEMENTARY TURKISH I,Lecture(In Person On Campus Learners),3,A, TBA, TBA , M , 10:15 - 11:05,"["" Havlioglu,Didem"","" Havlioglu,Didem""]",16,9,999,0,0
10702,TURK 203,TURK,203,1,7544,INTERMEDIATE TURKISH I,Lecture(In Person On Campus Learners),3,A, TBA, TBA , M , 13:45 - 14:35,"["" Havlioglu,Didem"","" Havlioglu,Didem"","" Havlioglu,Didem""]",12,6,999,0,0
10703,TURK 305,TURK,305,1,11342,ADVANCED TURKISH I,Lecture(In Person On Campus Learners),3,A, New East,305, MWF , 14:30 - 15:20,"["" Bayraktar,Esragul""]",10,0,999,0,0
10704,VIET 101,VIET,101,2,14193,ELEMENTARY,VIETNAMESE(Remote Only - Synchronous),1 Lecture 3,A, TBA, TBA , MWF , 12:20 - 13:10,"["" Nguyen,Ha T""]",8,8,999,0,0
10705,VIET 203,VIET,203,1,11178,INTERMEDIATE VIETNAMESE I,Lecture(Remote Only - Synchronous),3,A, TBA, TBA , MWF , 14:30 - 15:20,"["" Nguyen,Ha T""]",13,11,999,0,0
10706,BIOL 59,BIOL,59,1,13510,FYS: UNSOLVED PROBLEMS,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" BLOOM,KERRY S""]",21,21,0,0,0
10707,BIOL 89,BIOL,89,1,13773,FYS: SPECIAL TOPICS,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" BURMEISTER,SABRINA S""]",21,21,0,0,0
